stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps,tracker_state,goal_distance_m,path_deviation_m,fusion_confidence,desired_speed_pct,applied_speed_pct,desired_steering_deg,applied_steering_deg,bridge_state
1774779736,276551096,-0.015908635030736647,-0.04664128914696187,0.12148549743559466,0.030159698665989186,0.00010774953715992022,0.0003627885825134273,waiting_arm,,,,,,,,
1774779736,353449700,-0.018868314187152176,-0.04703599744483862,0.11243170719664791,0.030485278715253233,-0.005249698427536337,-0.0004006256574010677,waiting_arm,,,,,,,,
1774779736,430221041,-0.017297302141317094,-0.04657999223268748,0.11316067983038693,0.029764615641149534,-0.012591362712035157,-0.00037743341538784775,waiting_arm,,,,,,,,
1774779736,482723041,-0.01833988195177846,-0.04687464006311522,0.11289643997957906,0.02890822282291924,-0.01617890454751879,9.267584853542339e-05,waiting_arm,,,,,,,,
1774779736,557896494,-0.018735846627876872,-0.04687484095213447,0.11237787901452075,0.026693734149539263,-0.018538423694732672,-2.4067577136296746e-05,waiting_arm,,,,,,,,
1774779736,634287267,-0.018745080813075236,-0.046797758846714096,0.11217978517203543,0.025035129642304706,-0.01656618785120635,-0.0002606934266652388,waiting_arm,,,,,,,,
1774779736,711893525,-0.019326084483776717,-0.046746006143301544,0.11211321517506924,0.024245079933713172,-0.011810332573907827,-0.0003355633243677556,waiting_arm,,,,,,,,
1774779736,788990043,-0.018249890780550813,-0.04703517657969092,0.11250510746806967,0.023822048102984134,-0.010500383922513738,0.00013826497028314165,waiting_arm,,,,,,,,
1774779736,865102010,-0.01861226316307986,-0.04680358805122943,0.11208040624941981,0.02528994057063682,-0.011985861244942275,6.810230916691988e-06,waiting_arm,,,,,,,,
1774779736,918531171,-0.01945445481094291,-0.04794286298517543,0.11287141653417987,0.026716812286919155,-0.012056170963331149,-0.00012820573817984792,waiting_arm,,,,,,,,
1774779736,995356069,-0.03729418588029831,-0.0477004040121242,0.09624726600950993,0.027591876557867264,-0.012364181903399316,-0.00018131917293292527,waiting_arm,,,,,,,,
1774779737,69965298,-0.020152395142977918,-0.04861719482485366,0.11371227300162014,0.028224879094215744,-0.013839486990326846,-0.00011517147064776665,waiting_arm,,,,,,,,
1774779737,147717718,-0.030696012724120224,-0.049830029843852285,0.09964293937281687,0.02739952647106463,-0.016443565259860547,0.00023523567164156962,waiting_arm,,,,,,,,
1774779737,223947403,-0.01838426668068406,-0.04739326261414008,0.1277128448624501,0.028184708293142662,-0.018705284895151438,0.0003545260277946324,waiting_arm,,,,,,,,
1774779737,300196663,-0.008608521790693146,-0.046775989454253306,0.09818632352557476,0.029968212557210272,-0.01668750207039535,-0.00029081029385506166,waiting_arm,,,,,,,,
1774779737,377118370,-0.00791361544670091,-0.0464364489423593,0.10106250862852319,0.03135328810240276,-0.01420619977327544,-0.0003450924893770355,waiting_arm,,,,,,,,
1774779737,428926656,-0.0044179204253280745,-0.0432746973630385,0.1275024398479082,0.03261165601422842,-0.013443749159778013,-0.0005594928233037632,waiting_arm,,,,,,,,
1774779737,506495681,-0.002700857933934456,-0.04616784565353579,0.13079412931183032,0.03533091604542325,-0.017438898687184706,-0.0005702816885057784,waiting_arm,,,,,,,,
1774779737,582375372,-0.0008778636980494517,-0.04570763646877383,0.12915201563687606,0.03488654721836141,-0.022245944596869016,-0.0006941962896504653,waiting_arm,,,,,,,,
1774779737,659328674,-0.0006812177459365368,-0.045829243068409534,0.12929153219934553,0.03419513797992232,-0.02634161386990567,-6.788839609176431e-06,waiting_arm,,,,,,,,
1774779737,735834905,0.0075446301352605554,-0.04462854334986639,0.11151798916796472,0.03448636435260911,-0.027922852373938857,6.080492388045045e-05,tracking,1.173777287977679,0.013453471065812043,high,,,,,
1774779737,812603200,0.0091031170395144,-0.04620893020482,0.11216344582697615,0.03505633797676246,-0.02625679395370256,-0.0006013839957606629,tracking,1.1652914848848253,0.009283141554038686,high,,,,,
1774779737,889784268,0.00790155395116824,-0.047488974722738386,0.11346214895845848,0.0347023085435967,-0.02383530574466251,-0.0006673336471416678,tracking,1.1640632480794295,0.01142824786743504,high,,,,,
1774779737,940835195,0.008612714445983275,-0.046999222575980354,0.11772912686977391,0.03499834861979767,-0.022437682157808135,0.0033907797147871583,tracking,1.1654992090520564,0.012399001756254293,high,,,,,
1774779738,18436263,-0.0048897964180401815,-0.04561052548692877,0.09991095756733809,0.0375717232471609,-0.01799619687015532,0.007594923523520099,tracking,1.164755942304591,0.012782407567635533,high,,,,,
1774779738,93461014,-0.0027920662344487887,-0.047372843505104276,0.11550651155113327,0.03796244621220335,-0.017488227916512118,0.0028780303200268216,tracking,1.1775537640164042,0.012391385658313927,high,,,,,
1774779738,170546442,0.019318996254590822,-0.04546555033696436,0.12921012039841737,0.03549300820578961,-0.019793001081934,0.0011193258298590276,tracking,1.1760031671679816,0.014019643882501981,high,,,,,
1774779738,247948437,-0.0013838927569818388,-0.04614940724468569,0.10162713252002695,0.027185763585525737,-0.02495456360455627,0.003325403705124067,tracking,1.1540697056250444,0.019522678007595884,high,,,,,
1774779738,324303841,-0.019397165031728,-0.04712258066892764,0.08884478198402405,0.01984091848078247,-0.026896933801411,0.021816920533737454,tracking,1.174228733055801,0.010602864207576768,high,,,,,
1774779738,377915569,-0.01544546067646945,-0.045899309369517846,0.09393949622271423,0.013980207865714666,-0.0230977308908558,0.03786851267082267,tracking,1.1919460555731056,0.02538171864065112,high,,,,,
1774779738,453103325,0.0008034664230050091,-0.04317409485725526,0.11726949057174736,0.008715122864205407,-0.017748324581589488,0.05157182610491552,tracking,1.1879074462992518,0.021429367208045367,high,,,,,
1774779738,529901615,0.015918313686361117,-0.0409650407326808,0.11801509130833562,0.0034011752709455687,0.000367273875652329,0.07310159715242147,tracking,1.171708370206156,0.008858146435508698,high,,,,,
1774779738,606136942,0.01969361229678783,-0.041068670034697954,0.12140221469641793,-0.01210266205066138,0.0292938409875204,0.11116460871623998,tracking,1.1564533141297375,0.013103190060837015,high,,,,,
1774779738,682570312,0.021487031564286736,-0.03611813624331869,0.13264027749422258,-0.02467939356003434,0.056549681341149384,0.15082577836928585,tracking,1.1527970505959644,0.016832547243489853,high,,,,,
1774779738,759584034,0.030455005238574303,-0.02994265214630957,0.16285167683080204,-0.0386535766063478,0.08540969647740368,0.1937929843923199,tracking,1.150217943793227,0.01779314426891465,high,,,,,
1774779738,836419714,0.03373498784404987,-0.01842505998611238,0.16235218504569648,-0.053483293310027616,0.11190332228101235,0.22791110817304552,tracking,1.1404358151285574,0.018525672017573977,high,,,,,
1774779738,888205772,0.0590193415168548,-0.00944833831184734,0.18331600922319843,-0.06063119647728776,0.1288346207687322,0.25575882620615575,tracking,1.1351425313759749,0.008122543046814678,high,,,,,
1774779738,966130042,0.07162588528680762,0.0024315704839712148,0.21928065298175867,-0.07105180937899382,0.15134192875485464,0.2993466757670773,tracking,1.1086883195738615,0.018704863975440706,high,,,,,
1774779739,42465062,0.08565803420645396,0.012097011385578109,0.23846708752378032,-0.0799799088656782,0.1685696083294959,0.31568315505333977,tracking,1.0940744606188064,0.007184836097143034,high,,,,,
1774779739,117788968,0.1026804834614991,0.026953951237631738,0.26917681726275805,-0.0909727880974894,0.18224494412076234,0.3234776817025088,tracking,1.0784459259522634,0.00955490560147118,high,,,,,
1774779739,195186920,0.12423716605583089,0.0388019546412659,0.29132689923856536,-0.09837599138198619,0.1954051591096391,0.31443409833759745,tracking,1.0588186371873511,0.010174739539428466,high,,,,,
1774779739,272366587,0.14948450588611167,0.0514482226445373,0.3096044517996216,-0.0900460468952271,0.21614331697519615,0.1373034996680791,tracking,1.035264027079362,0.014477495699317123,high,,,,,
1774779739,348065263,0.18277400131162125,0.061113389692938114,0.29986425472846906,-0.06985697855274807,0.23067410183841525,-0.030063745721184216,tracking,1.0079867880117632,0.004181279132403845,high,,,,,
1774779739,400426965,0.20564406190531578,0.06912326990663424,0.28505381998443935,-0.06399272695441459,0.23727358017280775,-0.1322070340304724,tracking,0.9738757823469698,0.004709247819197244,high,,,,,
1774779739,478429658,0.24041171084008855,0.0713578336611423,0.26621524490202103,-0.044322975265570205,0.24590049296849215,-0.2398492843747912,tracking,0.9504535988232883,0.020017327996726706,high,,,,,
1774779739,554590775,0.2756429528008829,0.07202024722902682,0.23810625710914965,-0.01419849772255423,0.24955187144854243,-0.3454137542102982,tracking,0.9160974470693152,0.014793851008737074,high,,,,,
1774779739,630599961,0.30006736421569863,0.07395813726404715,0.205381882263101,0.01239540969189593,0.2484559528526509,-0.39152755130668915,tracking,0.8815904205080026,0.009988150094691168,high,,,,,
1774779739,706643129,0.3371904976660279,0.06802846954493987,0.15997130422158187,0.03434307742012097,0.25266475055550563,-0.41673163061536533,tracking,0.8575588580034115,0.007660112785025425,high,,,,,
1774779739,783602845,0.3729241515867199,0.06702433574070035,0.13989485637752727,0.04846617345168108,0.25875831040562464,-0.41877010595047987,tracking,0.8218903296200728,0.01604016435212779,high,,,,,
1774779739,860437057,0.41125089497724043,0.06372655185630093,0.10602068315602575,0.06490449424506285,0.25976023187297903,-0.42891076025573105,tracking,0.7866697340257937,0.023065940532595784,high,,,,,
1774779739,913904331,0.44915479248878676,0.05896531250554346,0.0902090722136383,0.07591912526301377,0.25386242659947084,-0.40832843078723435,tracking,0.7490983080948859,0.028228435247253714,high,,,,,
1774779739,989711400,0.49759174529734945,0.05343679201995122,0.0508213744802354,0.0826015613208548,0.24070985734386738,-0.32764822266678956,tracking,0.712205848696375,0.035545359888729304,high,,,,,
1774779740,65003219,0.5288225958951793,0.05168137969338049,0.03458175878078036,0.07752245702040131,0.23588892867644706,-0.2034851486133506,tracking,0.664743505222392,0.038420834538619934,high,,,,,
1774779740,143141061,0.5719787365118082,0.055938273968871355,0.037326209425171716,0.07470796318137966,0.24196353701279616,-0.07959259406702993,tracking,0.6339474278346566,0.043702134340586556,high,,,,,
1774779740,219322824,0.6078015714779834,0.05267826611064681,0.03496555912406744,0.04815443757638815,0.24213132826421135,0.07668299936364184,tracking,0.5907697108887314,0.0445707647501959,high,,,,,
1774779740,296452746,0.6408906334172003,0.06354078051007125,0.052462724660834535,0.018612950714632603,0.23713049300648897,0.2515311480663153,tracking,0.5561263062794504,0.05099507522776623,high,,,,,
1774779740,349000599,0.6872760752862804,0.07399631743373755,0.09174288050562715,0.003929066230907667,0.23489209644132591,0.31291135866112896,tracking,0.5219565922126804,0.044914325173473206,high,,,,,
1774779740,424165127,0.7312800437030523,0.08833490115301501,0.1257470892241136,-0.021426121391843345,0.23057615002307782,0.3752980469065358,tracking,0.47515634198412,0.04780307142558857,high,,,,,
1774779740,501697821,0.7721423679612831,0.1031790431529131,0.15950946080286757,-0.0586296740166878,0.22311334040033245,0.448289730093437,tracking,0.4296453408263475,0.04275552617983186,high,,,,,
1774779740,577215953,0.8168605016863195,0.12167449247422743,0.21056935096388146,-0.08889516566419085,0.21149347055326548,0.4603771956800396,tracking,0.38693893196407925,0.03699765546192097,high,,,,,
1774779740,653646890,0.860711907091546,0.14198657018656682,0.237145437138327,-0.11057781383790934,0.2059279702765634,0.42504468674455054,tracking,0.339559305016346,0.02927902808764678,high,,,,,
1774779740,730633252,0.899570428209539,0.16239794353871082,0.2577321267578035,-0.11224646435989004,0.21162237281336183,0.3231977032190596,tracking,0.2925978269724843,0.017092316083704574,high,,,,,
1774779740,807609707,0.9483893551308863,0.18058617979195465,0.2803487449184541,-0.10057051929380105,0.22417291346373652,0.18843212467681866,tracking,0.25085564971917645,0.0042166876448242645,high,,,,,
1774779740,860669797,0.9911207629576171,0.19252895924924615,0.2539415645326793,-0.09176599129195936,0.22868519686731528,0.11806203915978791,tracking,0.19984372309149095,0.013194076356367561,high,,,,,
1774779740,936812522,1.0355137744436902,0.19477639314020329,0.20383835639337844,0.007892919046040158,0.24527066492421778,-0.5136534344260343,goal_reached,0.157480229619581,0.02241832305999769,,,,,,
1774779741,12873534,1.099946669217618,0.18658699820743885,0.12762430982253117,0.10439466826245042,0.23979451327271137,-0.8791919579374492,goal_reached,,,,,,,,
1774779741,90493506,1.149176003162415,0.16734177323821717,0.019548975625984746,0.20030210690713446,0.21949577849996765,-1.0498549937123132,goal_reached,,,,,,,,
1774779741,166665213,1.1952768517485355,0.1418102637125969,-0.08027117100221344,0.2469796518677004,0.1811178443359985,-1.0460655098991234,goal_reached,,,,,,,,
